drug_id,drug_name,drug_common,indication_id,indication,category,weight_type,step_idx,step_name,route,preparation,concentration,concentration_unit,dose_text,weight_min,weight,min,max,dilution_volume,debit,administration,concentration_note,particularity,reference_snippet
88,Alprostadil (Prostaglandin E1),Prostin®,2919,Duct dependent congenital heart disease,Uncategorized,1,0,Infusion (Pump),,,0.5,mg/mL,,0,0.25;0.5,0,10,50,0,"Caution: • Opinion of Pediatric Cardiology or Neonatology recommended • Preferred concentration :• Under 3 Kg = 5 mcg/mL  • Over 3 Kg = 10 mcg/mL  Suggested titration: 1) Start the infusion at 0.03-0.05 mcg/Kg/min. 2) Titrate by increments of 0.03-0.05 mcg/Kg/min according to the O2 saturation and/or arterial pressure objectives discussed with the experts, according to the suspected cardiopathy, to open or maintain the ductus arteriosus. 3) Once the ductus arteriosus is open and the patient is hemodynamically stabilized, titrate to obtain the minimum effective dose and minimize side effects. (e.g.: Decrease to 0.05 mcg/Kg/min then 0.02 mcg/Kg/min q6h ad 0.01 mcg/Kg/min according to echocardiography) (Expert opinion)  Additional information: • Do NOT remove volume during preparation. • Rinse the tubing with the infusion before administration. • Alprostadil can also be diluted in NaCl 0.9% or D10W. • If patient with reduced dextrose intake, very at risk of hypoglycemia or with a history of hypoglycemia, dilute in D10W rather than D5W.",,"Y-site compatible with D5W, NaCl, LR.  Keep refrigerated.  Monitor for hypotension, apnea and fever.","- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2017. - Giudice M, Grég"
88,Alprostadil (Prostaglandin E1),Prostin®,2919,Duct dependent congenital heart disease,Uncategorized,1,0,Infusion (Pump),,,0.5,mg/mL,,0,0.25;0.5,0,10,50,0,"Caution: • Opinion of Pediatric Cardiology or Neonatology recommended • Preferred concentration :• Under 3 Kg = 5 mcg/mL  • Over 3 Kg = 10 mcg/mL  Suggested titration: 1) Start the infusion at 0.03-0.05 mcg/Kg/min. 2) Titrate by increments of 0.03-0.05 mcg/Kg/min according to the O2 saturation and/or arterial pressure objectives discussed with the experts, according to the suspected cardiopathy, to open or maintain the ductus arteriosus. 3) Once the ductus arteriosus is open and the patient is hemodynamically stabilized, titrate to obtain the minimum effective dose and minimize side effects. (e.g.: Decrease to 0.05 mcg/Kg/min then 0.02 mcg/Kg/min q6h ad 0.01 mcg/Kg/min according to echocardiography) (Expert opinion)  Additional information: • Do NOT remove volume during preparation. • Rinse the tubing with the infusion before administration. • Alprostadil can also be diluted in NaCl 0.9% or D10W. • If patient with reduced dextrose intake, very at risk of hypoglycemia or with a history of hypoglycemia, dilute in D10W rather than D5W.",,"Y-site compatible with D5W, NaCl, LR.  Keep refrigerated.  Monitor for hypotension, apnea and fever.","- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2017. - Giudice M, Grég"
88,Alprostadil (Prostaglandin E1),Prostin®,2919,Duct dependent congenital heart disease,Uncategorized,1,1,Infusion (Syringe pump),,,0.5,mg/mL,,0,5;10,0,10,50,0,"Caution: • Opinion of Pediatric Cardiology or Neonatology recommended • Preferred concentration :• Under 3 Kg = 5 mcg/mL  • Over 3 Kg = 10 mcg/mL  Suggested titration: 1) Start the infusion at 0.03-0.05 mcg/Kg/min. 2) Titrate by increments of 0.03-0.05 mcg/Kg/min according to the O2 saturation and/or arterial pressure objectives discussed with the experts, according to the suspected cardiopathy, to open or maintain the ductus arteriosus. 3) Once the ductus arteriosus is open and the patient is hemodynamically stabilized, titrate to obtain the minimum effective dose and minimize side effects. (e.g.: Decrease to 0.05 mcg/Kg/min then 0.02 mcg/Kg/min q6h ad 0.01 mcg/Kg/min according to echocardiography) (Expert opinion)  Additional information: • Rinse the tubing with the infusion before administration. • Alprostadil can also be diluted in NaCl 0.9% or D10W. • If patient with reduced dextrose intake, very at risk of hypoglycemia or with a history of hypoglycemia, dilute in D10W rather than D5W.",,"Y-site compatible with D5W, NaCl, LR.  Keep refrigerated.  Monitor for hypotension, apnea and fever.","- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2017. - Giudice M, Grég"
88,Alprostadil (Prostaglandin E1),Prostin®,2919,Duct dependent congenital heart disease,Uncategorized,1,1,Infusion (Syringe pump),,,0.5,mg/mL,,0,5;10,0,10,50,0,"Caution: • Opinion of Pediatric Cardiology or Neonatology recommended • Preferred concentration :• Under 3 Kg = 5 mcg/mL  • Over 3 Kg = 10 mcg/mL  Suggested titration: 1) Start the infusion at 0.03-0.05 mcg/Kg/min. 2) Titrate by increments of 0.03-0.05 mcg/Kg/min according to the O2 saturation and/or arterial pressure objectives discussed with the experts, according to the suspected cardiopathy, to open or maintain the ductus arteriosus. 3) Once the ductus arteriosus is open and the patient is hemodynamically stabilized, titrate to obtain the minimum effective dose and minimize side effects. (e.g.: Decrease to 0.05 mcg/Kg/min then 0.02 mcg/Kg/min q6h ad 0.01 mcg/Kg/min according to echocardiography) (Expert opinion)  Additional information: • Rinse the tubing with the infusion before administration. • Alprostadil can also be diluted in NaCl 0.9% or D10W. • If patient with reduced dextrose intake, very at risk of hypoglycemia or with a history of hypoglycemia, dilute in D10W rather than D5W.",,"Y-site compatible with D5W, NaCl, LR.  Keep refrigerated.  Monitor for hypotension, apnea and fever.","- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2017. - Giudice M, Grég"
92,Ampicillin,Penbritine®,560,Usual dosage,Uncategorized,1,0,Non-meningeal infection,IV over 3-5 min,Administer IV undiluted or diluted up to 1 mL of NaCl 0.9% after reconstitution,0,mg/mL,,0,0,0,2000,0,0,Reconstitute according to the manufacturer's recommendations. IV administration over 3-5 minutes is safe according to the literature. It is possible to administer the drug over a longer period according to the hospital protocols in place. Secondary dilution not necessary. Can be administered IM.,,"Y-site compatible with D5W, NaCl, LR.  The first dose of an anti-infective medication (mg) should not be influenced by the presence or absence of renal insufficiency in order to achieve an effective concentration quickly. If adjustments are necessary, these should be applied at subsequent doses.  Dosage adjustment in renal failure.  Usual neonatal dosing according to postmenstrual and postnatal age: (Postmenstrual age = gestational age + postnatal age)  Postmenstrual age < 30 weeks: 0 to 28 days : q12h More than 28 days : q8h  Postmenstrual age 30 à 36 weeks: 0 to 14 days : q12h More than 14 days : q8h  Postmenstrual age ≥ 37 weeks: 0 to 7 days : q12h 8 to 14 days : q8h More than 14 days : q6h (maximum 300 mg/kg/day)","- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016.   - Giudice M, Gr"
92,Ampicillin,Penbritine®,560,Usual dosage,Uncategorized,1,1,Meningitis,IV over 3-5 min,"Administer IV undiluted or diluted up to 1 mL of NaCl 0,9% after reconstitution",0,mg/mL,,0,0,0,2000,0,0,Reconstitute according to the manufacturer's recommendations. IV administration over 3-5 minutes is safe according to the literature. It is possible to administer the drug over a longer period according to the hospital protocols in place. Secondary dilution not necessary. Can be administered IM.,,"Y-site compatible with D5W, NaCl, LR.  The first dose of an anti-infective medication (mg) should not be influenced by the presence or absence of renal insufficiency in order to achieve an effective concentration quickly. If adjustments are necessary, these should be applied at subsequent doses.  Dosage adjustment in renal failure.  Usual neonatal dosing according to postmenstrual and postnatal age: (Postmenstrual age = gestational age + postnatal age)  Postmenstrual age < 30 weeks: 0 to 28 days : q12h More than 28 days : q8h  Postmenstrual age 30 à 36 weeks: 0 to 14 days : q12h More than 14 days : q8h  Postmenstrual age ≥ 37 weeks: 0 to 7 days : q12h 8 to 14 days : q8h More than 14 days : q6h (maximum 300 mg/kg/day)","- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016.  - Giudice M, Gré"
96,Sodium bicarbonate,NaHCO3,999,Hyperkalemia with acidosis,Uncategorized,1,0,Hemodynamic instability,IV over 2-5 min,Administer IV undiluted,0.5,mmol/mL,,0,0,0,50,0,0,"IV push in cardiac arrest  If the patient is hemodynamically stable, administer diluted over 30 minutes to reduce the risk of cerebral hemorrhage.  Administer preferably via proximal peripheral venous access if central access not available (hyperosmolar solution).  Hyperkaliemia in neonatology is defined as K+> 6.5-7.5 mmol/L. Neonates often tolerate blood levels of K+ higher than children and adults. In doubt, control the K+ level and look for anomalies on the 12-lead EKG.  If Sodium Bicarbonate 4.2% (0.5mmol/mL) is unavailable: Presentation : Vial or syringe of Sodium Bicarbonate 8.4% (1 mmol/mL) 1) Withdraw 5 mL of Bicarbonate 1 mmol/mL with a 10 mL syringe 2) Add to 5 mL of Sterile water for injection or D5W to the syringe 3) Final concentration = 5 mmol in 10 mL = 0.5 mmol/mL = 4.2%",,Incompatible in Y with Calcium or Epinephrine. Rinse well with NaCl 0.9% between administrations,"- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016. - Giudice M, Grég"
96,Sodium bicarbonate,NaHCO3,999,Hyperkalemia with acidosis,Uncategorized,1,1,Hemodynamically stable,IV over 30 min,Administer IV DILUTED on volume/time pump,0.25,mmol/mL,,0,0,0,50,0,0,"Further dilution for final concentration at 0.25 mmol/mL: Presentation: Sodium Bicarbonate Syringe 4.2% (0.5 mmol/mL) 1) Withdraw 5 mL of Bicarbonate 0.5 mmol/mL with a 10 mL syringe 2) Add to 5 mL of Sterile water for injection or D5W to the syringe 3) Final concentration = 2.5 mmol in 10 mL = 0.25 mmol/mL 4) Administer the indicated dose via pump (Volume/time) or withdraw the indicated dose and administer via syringe pump.  Administer diluted over 30 minutes to reduce the risk of cerebral hemorrhage.  Hyperkaliemia in neonatology is defined as K+> 6.5-7.5 mmol/L. Neonates often tolerate blood levels of K+ higher than children and adults. In doubt, control the K+ level and look for anomalies on the 12-lead EKG.  If Sodium Bicarbonate 4.2% (0.5 mmol/mL) not available: Presentation: Sodium Bicarbonate Syringe 8.4% (1 mmol/mL) 1) Withdraw 2.5 mL of Bicarbonate 1 mmol/mL with a 10 mL syringe 2) Add to 7.5 mL of Sterile Water for Injection or D5% by syringe 3) Final concentration = 2.5 mmol in 10 mL = 0.25 mmol/mL",,Incompatible in Y with Calcium or Epinephrine. Rinse well with NaCl 0.9% between administrations,"- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016. - Giudice M, Grég"
96,Sodium bicarbonate,NaHCO3,1000,Pulmonary hypertension with acidosis,Uncategorized,1,0,,IV over 2-5 min,Administer IV undiluted,0.5,mmol/mL,,0,0,0,50,0,0,"Caution:  • IV push in cardiac arrest or profound hypoxia due to pulmonary hypertension • Administer preferably via a proximal peripheral venous access if central access not available (hyperosmolar solution).  If Sodium Bicarbonate 4.2% (0.5mmol/mL) is unavailable: Presentation : Vial or syringe of Sodium Bicarbonate 8.4% (1 mmol/mL) 1) Withdraw 5 mL of Bicarbonate 1 mmol/mL with a 10 mL syringe 2) Add to 5 mL of Sterile water for injection or D5W to the syringe 3) Final concentration = 5 mmol in 10 mL = 0.5 mmol/mL = 4.2%  Additional information: Promote the adaptation of ventilatory parameters to adjust the pH in a PAH situation; in hemodynamic instability or if ventilation and oxygenation are maximized, balance the risks of cerebral hemorrhage from bicarbonates with the risks of hypoxia from PAH.",,Incompatible in Y with Calcium or Epinephrine. Rinse well with NaCl 0.9% between administrations,"- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016. - Giudice M, Grég"
99,Calcium (Chloride),CaCl₂,831,Hyperkalemia or Hemorrhage,Uncategorized,1,0,,,,0,mg/mL,Not recommended,0,0,0,0,0,0,Nil,,Nil,
100,Calcium (Gluconate),CaGluc,768,Hyperkaliemia,Uncategorized,1,0,,IV over 5 min,Administer IV undiluted or diluted up to 1mL of NaCl 0.9%,100,mg/mL,,0,0,0,3000,0,0,"IV push in cardiac arrest May be administered diluted IV over 15-30 minutes if patient is stable.  Administer preferably via proximal peripheral venous access if central access not available (hyperosmolar solution).  Hyperkaliemia in neonatology is defined as K+> 6.5-7.5 mmol/L. Neonates often tolerate blood levels of K+ higher than children and adults. In doubt, control the K+ level and look for anomaly on the 12-lead EKG.",Dose expressed in mg of Calcium Gluconate,"In elemental calcium equivalents, 1 g of calcium chloride = 3 g calcium gluconate.","- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com  - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016.           - Giud"
100,Calcium (Gluconate),CaGluc,832,Hemorrhagic shock,Uncategorized,1,0,,IV over 5 min,Administer IV undiluted or diluted up to 1mL of NaCl 0.9%,100,mg/mL,,0,0,0,3000,0,0,Caution: • IV push in cardiac arrest • Administer preferably via proximal peripheral venous access if central access not available (hyperosmolar solution).,Dose expressed in mg of Calcium Gluconate,"In elemental calcium equivalents, 1 g of calcium chloride = 3 g calcium gluconate.","- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com  - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016.           - Giud"
104,Cefotaxime,Claforan®,562,Usual dosage,Uncategorized,1,0,Non-meningeal infection,IV over 3-5 min,"Administer IV undiluted or diluted up to 1 mL of NaCl 0,9% after reconstitution",0,mg/mL,,0,0,0,2000,0,0,Reconstitute according to the manufacturer's recommendations. IV administration over 3-5 minutes is safe according to the literature. It is possible to administer the drug over a longer period according to the hospital protocols in place. Secondary dilution not necessary. Can be administered IM.,,"Y-site compatible with D5W, NaCl, LR.  The first dose of an anti-infective medication (mg) should not be influenced by the presence or absence of renal insufficiency in order to achieve an effective concentration quickly. If adjustments are necessary, these should be applied at subsequent doses.  Dosage adjustment in renal failure.  Usual neonatal dosing according to postmenstrual and postnatal age: (Postmenstrual age = gestational age + postnatal age)  Postmenstrual age < 30 weeks: 0 to 28 days : q12h More than 28 days : q8h  Postmenstrual age 30 à 36 weeks: 0 to 14 days : q12h More than 14 days : q8h  Postmenstrual age ≥ 37 weeks: 0 to 7 days : q12h More than 7 days : q8h (q6h if severe infection or meningitis)","- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016.   - Giudice M, Gr"
104,Cefotaxime,Claforan®,562,Usual dosage,Uncategorized,1,1,Meningitis,IV over 3-5 min,"Administer IV undiluted or diluted up to 1 mL of NaCl 0,9% after reconstitution",0,mg/mL,,0,0,0,2000,0,0,Reconstitute according to the manufacturer's recommendations. IV administration over 3-5 minutes is safe according to the literature. It is possible to administer the drug over a longer period according to the hospital protocols in place. Secondary dilution not necessary. Can be administered IM.,,"Y-site compatible with D5W, NaCl, LR.  The first dose of an anti-infective medication (mg) should not be influenced by the presence or absence of renal insufficiency in order to achieve an effective concentration quickly. If adjustments are necessary, these should be applied at subsequent doses.  Dosage adjustment in renal failure.  Usual neonatal dosing according to postmenstrual and postnatal age: (Postmenstrual age = gestational age + postnatal age)  Postmenstrual age < 30 weeks: 0 to 28 days : q12h More than 28 days : q8h  Postmenstrual age 30 à 36 weeks: 0 to 14 days : q12h More than 14 days : q8h  Postmenstrual age ≥ 37 weeks: 0 to 7 days : q12h More than 7 days : q6h","- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016.  - Giudice M, Gré"
113,Cloxacillin,Orbenin®,563,Severe infection including meningitis,Uncategorized,1,0,,IV over 3-5 min,"Administer IV undiluted or diluted up to 1mL of NaCl 0,9% after reconstitution",0,mg/mL,,0,0,0,2000,0,0,Reconstitute according to the manufacturer's recommendations. IV administration over 3-5 minutes is safe according to the literature. Secondary dilution not necessary if primary dilution to 100 mg/mL. It is possible to administer the drug over a longer period according to the hospital protocols in place. Can be administered IM.,,"Y-site compatible with D5W, NaCl, LR.  The first dose of an anti-infective medication (mg) should not be influenced by the presence or absence of renal insufficiency in order to achieve an effective concentration quickly. If adjustments are necessary, these should be applied at subsequent doses.  Dosage adjustment in renal failure.  Usual neonatal dosing according to postmenstrual and postnatal age: (Postmenstrual age = gestational age + postnatal age)  Postmenstrual age < 32 weeks: 0 to 7 days : q12h More than 7 days : q8h  Postmenstrual age ≥ 32 weeks: 0 to 7 days : q8h More than 7 days : q6h","- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016.   - Giudice M, Gr"
114,packed Red Blood Cells,pRBC,726,Anemia,Uncategorized,1,0,,IV over 5 min if massive hemorrhage,Rate of administration varies depending on the clinical indication,0,,,0,0,0,1250,0,0,"Repeat according to clinical response.  Transfusion threshold for newborn < 1 week of life: Hemoglobin < 90 g/L. (Adapt to the clinical situation with the recommendations of neonatology.)  May be administered over 3 hours if patient is stable.  In neonatology, prescribe blood transfusions in mL rather than units. 1 PRBC unit = approximately 320 mL  The sodium citrate in pRBC lowers calcium; monitor ionized/mesured calcium if repeated administration of pRBC.",,Nil,"- Whyte RK, Jefferies AL; Canadian Paediatric Society, Fetus and Newborn Committee. Red blood cell transfusion in newborn infants. Paediatr Child Health. 2014 Apr;19(4):213-22. - Favrais G, Wibaut B, Pladys P, Saliba E. Transfusion de culot globulaire chez le nouveau-né grand prématuré : ce qui a ch"
115,Cryoprecipitate,[],725,Coagulopathy,Uncategorized,1,0,,,Rate of administration varies depending on the clinical indication,0,,1 unit (≈ 15 mL) IV,0,0,0,0,0,0,Repeat according to clinical response.  Transfusion threshold : fibrinogen < 1.5-2 g/L. (Adapt to the clinical situation with the recommendations of neonatology.)  1 bag of cryoprecipitate = 1 unit (approximately 15 mL),,Nil,"- New HV, Berryman J, Bolton‐Maggs PH, Cantwell C, Chalmers EA, Davies T, Gottstein R, Kelleher A, Kumar S, Morley SL, Stanworth SJ. Guidelines on transfusion for fetuses, neonates and older children. British journal of haematology. 2016 Dec;175(5):784-828. - Blain S, Paterson N. Paediatric massive "
122,D10%,Dextrose 10%,554,Hypoglycemia,Uncategorized,1,0,,IV over 5-15 minutes,Administer undiluted on volume/time pump,0,mL,,0,0,0,250,0,0,"Thresholds for treatment of hypoglycaemia: Birth to 72 hours of age : 2.6 mmol/L ≥72 hours of age: 3.3 mmol/L  If D10% is unavailable: Presentation : Vial of D5% 1) Withdraw 63 mL of D50% 2) Add to 500 mL bag of D5%  3) Do NOT remove volume during preparation. 4) Final concentration : D10% 5) Rinse the tubing with the infusion before administration  6) Enter the required volume on the pump and administer over 5-15 minutes.  Administration of intrabuccal glucose gel while trying to establish IV access is a reasonable approach. If any glucose gel is unavailable, D50% intrabuccal can be used, but administer slowly, as there is a risk of choking.",,Nil,"- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com  - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016.           - Giud"
